logFC	se	df	t	pval	adjPval	protein	fit_status	model	adjPval_BH
-1.0868972475055	0.17027301198583	5.90193644406161	-6.38326200276503	0.000741846779272071	0.0435834982822342	tr|A0Q407|A0Q407_FRATN	rlm	naive	0.0435834982822342
-1.81033216128397	0.293374654061317	6.00043011697071	-6.17071766842407	0.000831858103901815	0.0454467010659067	sp|A0Q6H0|RLMN_FRATN	rlm	naive	0.0454467010659067
-1.77897097466977	0.289943292470628	6.00043011697071	-6.13558244272881	0.000857317479064676	0.0454467010659067	tr|A0Q7X1|A0Q7X1_FRATN	rlm	naive	0.0454467010659067
-0.710850882361949	0.116672237269554	6.00043011697071	-6.09271664791715	0.00088959499958796	0.0454467010659067	tr|A0Q674|A0Q674_FRATN	rlm	naive	0.0454467010659067
-1.11452267252783	0.185271559331942	6.00043011697071	-6.0156166253828	0.000951214613514895	0.0465698821200001	tr|A0Q5R9|A0Q5R9_FRATN	rlm	naive	0.0465698821200001
-0.938962829423345	0.158790813483655	6.00043011697071	-5.91320624174518	0.00104075997611709	0.0489157188775031	sp|A0Q858|RL19_FRATN	rlm	naive	0.0489157188775031
-0.492820672754896	0.0869310567839013	6.00043011697071	-5.66909791491412	0.00129584892458004	0.058562403322367	tr|A0Q4Z8|A0Q4Z8_FRATN	rlm	naive	0.058562403322367
-0.546782546870302	0.0977451153900681	6.00043011697071	-5.59396287669492	0.00138822910073907	0.0599360266082005	tr|A0Q6S8|A0Q6S8_FRATN	rlm	naive	0.0599360266082005
-1.67426820781246	0.292131668143606	5.73771459682811	-5.73121092434739	0.00142826276172733	0.0599360266082005	tr|A0Q5R2|A0Q5R2_FRATN	rlm	naive	0.0599360266082005
-0.924905858596258	0.167013556262301	5.76385493090799	-5.53790889371674	0.00166877733987365	0.0632995863849063	tr|A0Q3Z2|A0Q3Z2_FRATN	rlm	naive	0.0632995863849063
-0.517438041142115	0.0960053655456498	6.00043011697071	-5.38967836017537	0.00167981237111936	0.0632995863849063	sp|A0Q866|RPOC_FRATN	rlm	naive	0.0632995863849063
